시도,시군구,사고유형대분류,사고유형,발생건수,사망자수,부상자수,중상,경상,부상신고
서울,종로구,차대사람,횡단중,126,1,129,71,51,7
서울,종로구,차대사람,차도통행중,74,3,72,19,44,9
서울,종로구,차대사람,길가장자리구역통행중,35,0,35,7,23,5
서울,종로구,차대사람,보도통행중,28,0,32,11,14,7
서울,종로구,차대사람,기타,73,0,75,24,36,15
서울,종로구,차대차,정면충돌,23,0,35,13,18,4
서울,종로구,차대차,측면충돌,448,2,652,111,457,84
서울,종로구,차대차,후진중충돌,16,0,20,1,19,0
서울,종로구,차대차,추돌,211,0,372,38,304,30
서울,종로구,차대차,기타,59,0,80,15,50,15
서울,종로구,차량단독,전도,11,0,12,3,2,7
서울,종로구,차량단독,공작물충돌,8,0,8,1,4,3
서울,종로구,차량단독,기타,22,0,24,6,17,1
서울,중구,차대사람,횡단중,116,1,124,62,46,16
서울,중구,차대사람,차도통행중,56,1,60,23,28,9
서울,중구,차대사람,길가장자리구역통행중,23,0,23,9,12,2
서울,중구,차대사람,보도통행중,24,1,25,10,13,2
서울,중구,차대사람,기타,72,1,72,30,33,9
서울,중구,차대차,정면충돌,16,0,33,15,9,9
서울,중구,차대차,측면충돌,410,2,579,117,409,53
서울,중구,차대차,후진중충돌,13,0,17,2,13,2
서울,중구,차대차,추돌,277,3,437,70,319,48
서울,중구,차대차,기타,80,0,92,25,56,11
서울,중구,차량단독,전도,3,0,4,2,1,1
서울,중구,차량단독,전복,1,0,1,0,0,1
서울,중구,차량단독,공작물충돌,7,0,8,2,5,1
서울,중구,차량단독,주/정차차량 충돌,1,0,1,0,1,0
서울,중구,차량단독,기타,29,0,30,13,17,0
서울,용산구,차대사람,횡단중,126,4,126,62,60,4
서울,용산구,차대사람,차도통행중,26,1,27,9,18,0
서울,용산구,차대사람,길가장자리구역통행중,12,0,12,0,12,0
서울,용산구,차대사람,보도통행중,8,2,9,3,5,1
서울,용산구,차대사람,기타,123,1,133,44,79,10
서울,용산구,차대차,정면충돌,24,0,40,13,26,1
서울,용산구,차대차,측면충돌,399,0,569,100,435,34
서울,용산구,차대차,후진중충돌,6,0,10,3,7,0
서울,용산구,차대차,추돌,321,0,533,83,431,19
서울,용산구,차대차,기타,240,3,344,72,242,30
서울,용산구,차량단독,전도,1,1,0,0,0,0
서울,용산구,차량단독,전복,1,0,1,0,1,0
서울,용산구,차량단독,공작물충돌,16,2,19,10,6,3
서울,용산구,차량단독,기타,27,0,29,6,21,2
서울,성동구,차대사람,횡단중,104,4,106,51,48,7
서울,성동구,차대사람,차도통행중,11,0,12,2,8,2
서울,성동구,차대사람,길가장자리구역통행중,20,0,20,2,17,1
서울,성동구,차대사람,보도통행중,16,0,16,6,10,0
서울,성동구,차대사람,기타,120,1,126,26,91,9
서울,성동구,차대차,정면충돌,10,1,14,4,10,0
서울,성동구,차대차,측면충돌,289,0,398,87,282,29
서울,성동구,차대차,후진중충돌,10,0,13,1,11,1
서울,성동구,차대차,추돌,228,0,420,55,343,22
서울,성동구,차대차,기타,282,1,382,81,268,33
서울,성동구,차량단독,전도,5,0,6,3,3,0
서울,성동구,차량단독,공작물충돌,20,1,21,3,17,1
서울,성동구,차량단독,기타,28,1,27,5,18,4
서울,동대문구,차대사람,횡단중,156,4,158,85,65,8
서울,동대문구,차대사람,차도통행중,44,0,44,14,29,1
서울,동대문구,차대사람,길가장자리구역통행중,23,0,24,4,18,2
서울,동대문구,차대사람,보도통행중,18,0,21,9,11,1
서울,동대문구,차대사람,기타,251,5,257,100,137,20
서울,동대문구,차대차,정면충돌,38,0,71,21,47,3
서울,동대문구,차대차,측면충돌,449,3,584,154,397,33
서울,동대문구,차대차,후진중충돌,14,0,21,1,19,1
서울,동대문구,차대차,추돌,233,0,411,63,335,13
서울,동대문구,차대차,기타,419,2,511,124,325,62
서울,동대문구,차량단독,전도,2,0,2,1,0,1
서울,동대문구,차량단독,공작물충돌,10,0,14,4,7,3
서울,동대문구,차량단독,기타,42,0,42,17,18,7
서울,성북구,차대사람,횡단중,206,5,214,96,108,10
서울,성북구,차대사람,차도통행중,42,2,42,16,26,0
서울,성북구,차대사람,길가장자리구역통행중,20,0,20,5,14,1
서울,성북구,차대사람,보도통행중,22,1,24,11,11,2
서울,성북구,차대사람,기타,100,1,103,32,66,5
서울,성북구,차대차,정면충돌,37,0,68,16,44,8
서울,성북구,차대차,측면충돌,547,2,792,150,583,59
서울,성북구,차대차,후진중충돌,10,0,15,1,14,0
서울,성북구,차대차,추돌,236,0,427,61,353,13
서울,성북구,차대차,기타,145,1,201,37,150,14
서울,성북구,차량단독,전도,7,0,7,1,1,5
서울,성북구,차량단독,공작물충돌,15,2,14,6,5,3
서울,성북구,차량단독,기타,40,0,53,10,36,7
서울,도봉구,차대사람,횡단중,134,2,140,74,58,8
서울,도봉구,차대사람,차도통행중,24,0,24,12,10,2
서울,도봉구,차대사람,길가장자리구역통행중,14,0,14,3,10,1
서울,도봉구,차대사람,보도통행중,9,0,9,3,5,1
서울,도봉구,차대사람,기타,101,3,104,42,50,12
서울,도봉구,차대차,정면충돌,16,0,32,7,24,1
서울,도봉구,차대차,측면충돌,213,0,296,48,211,37
서울,도봉구,차대차,후진중충돌,4,0,4,1,3,0
서울,도봉구,차대차,추돌,88,0,159,21,114,24
서울,도봉구,차대차,기타,183,1,238,56,150,32
서울,도봉구,차량단독,전도,2,0,2,2,0,0
서울,도봉구,차량단독,전복,1,0,1,0,0,1
서울,도봉구,차량단독,공작물충돌,4,0,4,1,3,0
서울,도봉구,차량단독,기타,31,0,34,11,21,2
서울,은평구,차대사람,횡단중,126,2,128,61,60,7
서울,은평구,차대사람,차도통행중,53,1,52,15,36,1
서울,은평구,차대사람,길가장자리구역통행중,34,1,36,6,27,3
서울,은평구,차대사람,보도통행중,22,0,22,5,17,0
서울,은평구,차대사람,기타,132,3,135,50,77,8
서울,은평구,차대차,정면충돌,28,1,42,16,22,4
서울,은평구,차대차,측면충돌,399,1,646,121,444,81
서울,은평구,차대차,후진중충돌,17,0,28,6,22,0
서울,은평구,차대차,추돌,144,0,256,39,204,13
서울,은평구,차대차,기타,133,2,175,30,122,23
서울,은평구,차량단독,전도,5,0,5,0,2,3
서울,은평구,차량단독,공작물충돌,12,1,24,7,15,2
서울,은평구,차량단독,기타,29,0,31,11,16,4
서울,서대문구,차대사람,횡단중,149,3,155,72,60,23
서울,서대문구,차대사람,차도통행중,46,1,47,11,28,8
서울,서대문구,차대사람,길가장자리구역통행중,15,0,18,6,11,1
서울,서대문구,차대사람,보도통행중,17,0,18,7,10,1
서울,서대문구,차대사람,기타,98,0,106,30,64,12
서울,서대문구,차대차,정면충돌,35,1,60,9,40,11
서울,서대문구,차대차,측면충돌,360,0,524,97,362,65
서울,서대문구,차대차,후진중충돌,8,0,14,0,14,0
서울,서대문구,차대차,추돌,166,0,289,50,221,18
서울,서대문구,차대차,기타,90,0,111,28,57,26
서울,서대문구,차량단독,전도,3,0,3,1,0,2
서울,서대문구,차량단독,공작물충돌,12,0,19,4,9,6
서울,서대문구,차량단독,기타,34,0,39,11,14,14
서울,마포구,차대사람,횡단중,135,3,150,64,81,5
서울,마포구,차대사람,차도통행중,50,0,50,21,24,5
서울,마포구,차대사람,길가장자리구역통행중,21,0,22,1,18,3
서울,마포구,차대사람,보도통행중,21,0,21,6,14,1
서울,마포구,차대사람,기타,170,1,173,62,100,11
서울,마포구,차대차,정면충돌,27,1,45,17,26,2
서울,마포구,차대차,측면충돌,500,2,753,124,581,48
서울,마포구,차대차,후진중충돌,14,0,22,1,20,1
서울,마포구,차대차,추돌,351,0,658,77,540,41
서울,마포구,차대차,기타,328,1,480,73,363,44
서울,마포구,차량단독,전도,3,0,3,2,0,1
서울,마포구,차량단독,전복,2,0,2,1,1,0
서울,마포구,차량단독,공작물충돌,12,3,13,3,8,2
서울,마포구,차량단독,기타,37,0,37,7,27,3
서울,강서구,차대사람,횡단중,159,3,170,82,79,9
서울,강서구,차대사람,차도통행중,45,1,51,26,22,3
서울,강서구,차대사람,길가장자리구역통행중,23,0,23,7,15,1
서울,강서구,차대사람,보도통행중,20,0,21,4,16,1
서울,강서구,차대사람,기타,140,1,148,57,80,11
서울,강서구,차대차,정면충돌,21,1,36,12,23,1
서울,강서구,차대차,측면충돌,488,3,756,121,570,65
서울,강서구,차대차,후진중충돌,9,0,13,1,12,0
서울,강서구,차대차,추돌,223,1,433,65,344,24
서울,강서구,차대차,기타,311,1,475,90,336,49
서울,강서구,차량단독,전도,4,0,4,4,0,0
서울,강서구,차량단독,전복,2,0,2,2,0,0
서울,강서구,차량단독,공작물충돌,5,0,20,2,16,2
서울,강서구,차량단독,기타,52,0,56,16,33,7
서울,구로구,차대사람,횡단중,166,6,179,88,85,6
서울,구로구,차대사람,차도통행중,43,0,45,18,24,3
서울,구로구,차대사람,길가장자리구역통행중,24,0,24,8,15,1
서울,구로구,차대사람,보도통행중,23,1,22,9,12,1
서울,구로구,차대사람,기타,120,3,120,35,77,8
서울,구로구,차대차,정면충돌,42,0,74,25,45,4
서울,구로구,차대차,측면충돌,422,1,640,106,498,36
서울,구로구,차대차,후진중충돌,17,0,24,2,20,2
서울,구로구,차대차,추돌,279,0,484,67,394,23
서울,구로구,차대차,기타,329,0,439,74,316,49
서울,구로구,차량단독,전도,5,0,5,0,4,1
서울,구로구,차량단독,공작물충돌,16,2,23,4,17,2
서울,구로구,차량단독,기타,46,0,50,16,29,5
서울,영등포구,차대사람,횡단중,213,7,223,96,116,11
서울,영등포구,차대사람,차도통행중,51,0,54,22,27,5
서울,영등포구,차대사람,길가장자리구역통행중,46,0,50,10,31,9
서울,영등포구,차대사람,보도통행중,40,1,46,19,24,3
서울,영등포구,차대사람,기타,213,4,226,67,136,23
서울,영등포구,차대차,정면충돌,70,1,114,20,91,3
서울,영등포구,차대차,측면충돌,915,5,1318,191,1008,119
서울,영등포구,차대차,후진중충돌,28,0,34,5,25,4
서울,영등포구,차대차,추돌,452,0,829,91,681,57
서울,영등포구,차대차,기타,412,3,580,82,422,76
서울,영등포구,차량단독,전도,4,0,4,1,3,0
서울,영등포구,차량단독,공작물충돌,15,1,17,5,10,2
서울,영등포구,차량단독,기타,34,0,37,11,22,4
서울,동작구,차대사람,횡단중,168,4,177,89,75,13
서울,동작구,차대사람,차도통행중,60,2,59,26,26,7
서울,동작구,차대사람,길가장자리구역통행중,37,0,39,8,25,6
서울,동작구,차대사람,보도통행중,19,0,21,1,17,3
서울,동작구,차대사람,기타,143,3,149,39,84,26
서울,동작구,차대차,정면충돌,32,0,52,12,33,7
서울,동작구,차대차,측면충돌,474,0,683,118,479,86
서울,동작구,차대차,후진중충돌,18,0,22,3,17,2
서울,동작구,차대차,추돌,246,0,430,63,318,49
서울,동작구,차대차,기타,163,0,206,43,139,24
서울,동작구,차량단독,전도,7,0,7,3,2,2
서울,동작구,차량단독,공작물충돌,11,0,12,4,7,1
서울,동작구,차량단독,도로이탈,1,0,1,0,1,0
서울,동작구,차량단독,기타,33,0,34,8,19,7
서울,관악구,차대사람,횡단중,115,2,120,54,62,4
서울,관악구,차대사람,차도통행중,47,1,48,19,27,2
서울,관악구,차대사람,길가장자리구역통행중,28,0,31,8,18,5
서울,관악구,차대사람,보도통행중,29,2,32,10,21,1
서울,관악구,차대사람,기타,135,2,139,40,86,13
서울,관악구,차대차,정면충돌,27,0,37,6,25,6
서울,관악구,차대차,측면충돌,453,0,627,109,465,53
서울,관악구,차대차,후진중충돌,13,0,15,4,10,1
서울,관악구,차대차,추돌,221,0,356,37,295,24
서울,관악구,차대차,기타,190,0,263,43,189,31
서울,관악구,차량단독,전도,1,0,4,0,0,4
서울,관악구,차량단독,전복,1,0,2,2,0,0
서울,관악구,차량단독,공작물충돌,9,0,12,3,9,0
서울,관악구,차량단독,기타,31,1,31,6,22,3
서울,강남구,차대사람,횡단중,217,4,230,106,106,18
서울,강남구,차대사람,차도통행중,50,1,53,19,32,2
서울,강남구,차대사람,길가장자리구역통행중,112,0,115,21,88,6
서울,강남구,차대사람,보도통행중,43,2,41,22,17,2
서울,강남구,차대사람,기타,327,2,344,88,215,41
서울,강남구,차대차,정면충돌,51,2,88,27,59,2
서울,강남구,차대차,측면충돌,723,2,1111,165,859,87
서울,강남구,차대차,후진중충돌,24,0,29,3,22,4
서울,강남구,차대차,추돌,729,2,1240,203,975,62
서울,강남구,차대차,기타,1112,4,1630,252,1219,159
서울,강남구,차량단독,전도,3,0,3,1,1,1
서울,강남구,차량단독,공작물충돌,18,0,31,7,20,4
서울,강남구,차량단독,도로이탈,1,0,1,0,1,0
서울,강남구,차량단독,기타,49,1,51,11,34,6
서울,강동구,차대사람,횡단중,123,2,132,56,61,15
서울,강동구,차대사람,차도통행중,24,0,24,9,14,1
서울,강동구,차대사람,길가장자리구역통행중,22,2,22,4,12,6
서울,강동구,차대사람,보도통행중,31,1,32,11,14,7
서울,강동구,차대사람,기타,194,3,196,74,99,23
서울,강동구,차대차,정면충돌,36,1,60,23,32,5
서울,강동구,차대차,측면충돌,377,0,540,105,378,57
서울,강동구,차대차,후진중충돌,12,0,15,1,13,1
서울,강동구,차대차,추돌,225,1,382,53,292,37
서울,강동구,차대차,기타,328,2,464,98,318,48
서울,강동구,차량단독,전복,1,0,3,1,0,2
서울,강동구,차량단독,공작물충돌,9,0,11,3,6,2
서울,강동구,차량단독,도로이탈,1,0,1,1,0,0
서울,강동구,차량단독,기타,35,0,40,11,21,8
서울,송파구,차대사람,횡단중,251,5,260,104,137,19
서울,송파구,차대사람,차도통행중,66,1,69,21,37,11
서울,송파구,차대사람,길가장자리구역통행중,49,2,52,13,31,8
서울,송파구,차대사람,보도통행중,28,0,29,5,20,4
서울,송파구,차대사람,기타,255,4,265,95,141,29
서울,송파구,차대차,정면충돌,89,2,141,36,101,4
서울,송파구,차대차,측면충돌,1154,6,1656,276,1139,241
서울,송파구,차대차,후진중충돌,35,0,46,6,34,6
서울,송파구,차대차,추돌,507,4,891,119,695,77
서울,송파구,차대차,기타,321,2,407,75,282,50
서울,송파구,차량단독,전도,9,0,9,1,6,2
서울,송파구,차량단독,전복,1,0,1,0,0,1
서울,송파구,차량단독,공작물충돌,19,1,26,9,12,5
서울,송파구,차량단독,주/정차차량 충돌,1,0,2,1,1,0
서울,송파구,차량단독,기타,75,0,78,17,45,16
서울,서초구,차대사람,횡단중,183,6,185,88,92,5
서울,서초구,차대사람,차도통행중,61,0,63,27,33,3
서울,서초구,차대사람,길가장자리구역통행중,27,0,28,5,17,6
서울,서초구,차대사람,보도통행중,40,0,41,8,28,5
서울,서초구,차대사람,기타,213,3,222,55,145,22
서울,서초구,차대차,정면충돌,68,1,107,24,79,4
서울,서초구,차대차,측면충돌,857,3,1276,222,957,97
서울,서초구,차대차,후진중충돌,24,0,35,4,31,0
서울,서초구,차대차,추돌,544,3,1021,147,768,106
서울,서초구,차대차,기타,412,1,604,93,444,67
서울,서초구,차량단독,전도,1,0,1,0,1,0
서울,서초구,차량단독,전복,1,0,1,0,1,0
서울,서초구,차량단독,공작물충돌,13,1,21,6,9,6
서울,서초구,차량단독,도로이탈,1,0,2,1,1,0
서울,서초구,차량단독,도로이탈,1,0,1,0,1,0
서울,서초구,차량단독,기타,32,0,32,13,18,1
서울,양천구,차대사람,횡단중,139,3,144,55,83,6
서울,양천구,차대사람,차도통행중,26,1,27,9,16,2
서울,양천구,차대사람,길가장자리구역통행중,19,0,19,4,12,3
서울,양천구,차대사람,보도통행중,12,0,15,5,9,1
서울,양천구,차대사람,기타,170,1,178,58,106,14
서울,양천구,차대차,정면충돌,21,0,40,14,25,1
서울,양천구,차대차,측면충돌,268,1,388,60,289,39
서울,양천구,차대차,후진중충돌,12,0,20,3,17,0
서울,양천구,차대차,추돌,284,0,470,56,386,28
서울,양천구,차대차,기타,430,3,590,98,437,55
서울,양천구,차량단독,전도,2,1,1,0,0,1
서울,양천구,차량단독,공작물충돌,4,0,5,1,2,2
서울,양천구,차량단독,기타,41,1,42,13,26,3
서울,중랑구,차대사람,횡단중,179,3,193,87,94,12
서울,중랑구,차대사람,차도통행중,35,3,35,8,26,1
서울,중랑구,차대사람,길가장자리구역통행중,33,0,33,9,21,3
서울,중랑구,차대사람,보도통행중,22,1,21,12,9,0
서울,중랑구,차대사람,기타,163,1,170,62,99,9
서울,중랑구,차대차,정면충돌,38,1,64,14,43,7
서울,중랑구,차대차,측면충돌,404,1,594,117,401,76
서울,중랑구,차대차,후진중충돌,25,0,32,3,29,0
서울,중랑구,차대차,추돌,250,0,434,59,353,22
서울,중랑구,차대차,기타,358,0,495,103,340,52
서울,중랑구,차량단독,전도,8,0,8,4,1,3
서울,중랑구,차량단독,전복,1,0,1,0,1,0
서울,중랑구,차량단독,공작물충돌,11,0,11,4,1,6
서울,중랑구,차량단독,기타,38,0,44,16,26,2
서울,노원구,차대사람,횡단중,174,5,179,88,85,6
서울,노원구,차대사람,차도통행중,54,2,56,20,34,2
서울,노원구,차대사람,길가장자리구역통행중,18,0,19,9,10,0
서울,노원구,차대사람,보도통행중,28,1,32,9,17,6
서울,노원구,차대사람,기타,109,1,116,34,68,14
서울,노원구,차대차,정면충돌,38,0,62,17,43,2
서울,노원구,차대차,측면충돌,514,3,719,117,548,54
서울,노원구,차대차,후진중충돌,24,0,33,1,32,0
서울,노원구,차대차,추돌,304,0,587,53,482,52
서울,노원구,차대차,기타,258,0,370,58,277,35
서울,노원구,차량단독,전도,2,0,2,1,1,0
서울,노원구,차량단독,공작물충돌,13,2,14,2,10,2
서울,노원구,차량단독,기타,33,0,38,6,25,7
서울,광진구,차대사람,횡단중,97,2,105,57,43,5
서울,광진구,차대사람,차도통행중,24,1,24,10,14,0
서울,광진구,차대사람,길가장자리구역통행중,44,2,52,15,33,4
서울,광진구,차대사람,보도통행중,18,0,18,6,12,0
서울,광진구,차대사람,기타,83,1,87,23,59,5
서울,광진구,차대차,정면충돌,20,1,31,12,18,1
서울,광진구,차대차,측면충돌,386,2,535,118,393,24
서울,광진구,차대차,후진중충돌,9,0,11,0,10,1
서울,광진구,차대차,추돌,226,0,363,57,282,24
서울,광진구,차대차,기타,169,0,214,36,161,17
서울,광진구,차량단독,전도,3,0,3,1,1,1
서울,광진구,차량단독,공작물충돌,10,1,11,2,7,2
서울,광진구,차량단독,기타,19,0,20,6,13,1
서울,강북구,차대사람,횡단중,141,6,144,66,72,6
서울,강북구,차대사람,차도통행중,52,0,57,17,36,4
서울,강북구,차대사람,길가장자리구역통행중,25,0,25,7,17,1
서울,강북구,차대사람,보도통행중,19,0,19,7,12,0
서울,강북구,차대사람,기타,159,3,163,55,102,6
서울,강북구,차대차,정면충돌,50,1,81,20,60,1
서울,강북구,차대차,측면충돌,352,1,507,108,379,20
서울,강북구,차대차,후진중충돌,15,0,18,1,16,1
서울,강북구,차대차,추돌,152,0,268,34,219,15
서울,강북구,차대차,기타,209,0,308,58,241,9
서울,강북구,차량단독,전도,5,0,5,0,5,0
서울,강북구,차량단독,공작물충돌,6,0,8,0,7,1
서울,강북구,차량단독,기타,31,2,30,8,21,1
서울,금천구,차대사람,횡단중,102,3,110,56,50,4
서울,금천구,차대사람,차도통행중,20,2,21,7,13,1
서울,금천구,차대사람,길가장자리구역통행중,5,0,5,2,3,0
서울,금천구,차대사람,보도통행중,10,0,10,3,7,0
서울,금천구,차대사람,기타,129,0,140,56,74,10
서울,금천구,차대차,정면충돌,18,0,34,8,24,2
서울,금천구,차대차,측면충돌,325,0,531,97,395,39
서울,금천구,차대차,후진중충돌,5,0,6,1,5,0
서울,금천구,차대차,추돌,166,0,281,30,237,14
서울,금천구,차대차,기타,115,0,147,29,110,8
서울,금천구,차량단독,전도,3,0,3,1,2,0
서울,금천구,차량단독,전복,1,1,0,0,0,0
서울,금천구,차량단독,공작물충돌,10,0,12,2,5,5
서울,금천구,차량단독,기타,23,0,26,9,15,2
부산,중구,차대사람,횡단중,54,2,54,27,24,3
부산,중구,차대사람,차도통행중,22,0,23,10,10,3
부산,중구,차대사람,길가장자리구역통행중,14,0,14,5,7,2
부산,중구,차대사람,보도통행중,2,0,2,0,1,1
부산,중구,차대사람,기타,37,0,39,12,22,5
부산,중구,차대차,정면충돌,6,0,7,3,3,1
부산,중구,차대차,측면충돌,150,0,226,52,160,14
부산,중구,차대차,후진중충돌,1,0,1,0,1,0
부산,중구,차대차,추돌,52,0,90,24,60,6
부산,중구,차대차,기타,45,0,58,11,45,2
부산,중구,차량단독,전도,1,0,1,1,0,0
부산,중구,차량단독,공작물충돌,6,1,5,1,2,2
부산,중구,차량단독,기타,3,0,3,1,1,1
부산,서구,차대사람,횡단중,69,1,71,42,25,4
부산,서구,차대사람,차도통행중,15,0,15,4,8,3
부산,서구,차대사람,길가장자리구역통행중,16,0,16,4,12,0
부산,서구,차대사람,보도통행중,7,0,7,3,4,0
부산,서구,차대사람,기타,26,1,25,10,15,0
부산,서구,차대차,정면충돌,18,1,32,4,27,1
부산,서구,차대차,측면충돌,181,1,277,49,209,19
부산,서구,차대차,후진중충돌,11,0,14,2,12,0
부산,서구,차대차,추돌,61,0,99,7,84,8
부산,서구,차대차,기타,29,0,50,8,39,3
부산,서구,차량단독,전도,1,0,1,1,0,0
부산,서구,차량단독,공작물충돌,9,1,9,4,4,1
부산,서구,차량단독,주/정차차량 충돌,1,0,1,0,0,1
부산,서구,차량단독,기타,8,1,10,3,7,0
부산,동구,차대사람,횡단중,47,1,50,29,18,3
부산,동구,차대사람,차도통행중,27,0,30,10,20,0
부산,동구,차대사람,길가장자리구역통행중,5,0,6,3,3,0
부산,동구,차대사람,보도통행중,10,0,10,5,5,0
부산,동구,차대사람,기타,82,2,91,38,45,8
부산,동구,차대차,정면충돌,7,0,13,3,10,0
부산,동구,차대차,측면충돌,153,0,237,44,176,17
부산,동구,차대차,후진중충돌,1,0,1,0,1,0
부산,동구,차대차,추돌,110,0,180,32,132,16
부산,동구,차대차,기타,122,0,171,39,123,9
부산,동구,차량단독,전도,5,0,5,3,1,1
부산,동구,차량단독,공작물충돌,2,0,2,0,2,0
부산,동구,차량단독,기타,16,0,16,9,5,2
부산,영도구,차대사람,횡단중,52,1,54,35,18,1
부산,영도구,차대사람,차도통행중,6,0,6,3,2,1
부산,영도구,차대사람,길가장자리구역통행중,37,0,43,22,20,1
부산,영도구,차대사람,보도통행중,9,0,12,5,7,0
부산,영도구,차대사람,기타,7,0,7,2,4,1
부산,영도구,차대차,정면충돌,18,0,24,5,19,0
부산,영도구,차대차,측면충돌,127,2,177,38,128,11
부산,영도구,차대차,후진중충돌,4,0,6,1,5,0
부산,영도구,차대차,추돌,28,0,44,8,34,2
부산,영도구,차대차,기타,25,0,29,11,18,0
부산,영도구,차량단독,전도,2,0,3,0,3,0
부산,영도구,차량단독,공작물충돌,9,2,9,3,4,2
부산,영도구,차량단독,기타,8,0,9,2,5,2
부산,부산진구,차대사람,횡단중,192,6,196,104,84,8
부산,부산진구,차대사람,차도통행중,44,0,44,19,23,2
부산,부산진구,차대사람,길가장자리구역통행중,31,0,33,8,23,2
부산,부산진구,차대사람,보도통행중,21,1,22,11,11,0
부산,부산진구,차대사람,기타,221,5,232,103,120,9
부산,부산진구,차대차,정면충돌,39,1,51,17,25,9
부산,부산진구,차대차,측면충돌,464,3,677,189,418,70
부산,부산진구,차대차,후진중충돌,2,0,2,1,1,0
부산,부산진구,차대차,추돌,178,0,315,50,243,22
부산,부산진구,차대차,기타,401,1,572,145,361,66
부산,부산진구,차량단독,전도,5,0,5,1,0,4
부산,부산진구,차량단독,공작물충돌,9,0,11,0,7,4
부산,부산진구,차량단독,주/정차차량 충돌,1,0,1,1,0,0
부산,부산진구,차량단독,기타,17,1,18,9,8,1
부산,동래구,차대사람,횡단중,131,2,151,78,68,5
부산,동래구,차대사람,차도통행중,45,1,46,18,24,4
부산,동래구,차대사람,길가장자리구역통행중,24,0,24,6,18,0
부산,동래구,차대사람,보도통행중,12,1,11,5,6,0
부산,동래구,차대사람,기타,68,0,72,28,41,3
부산,동래구,차대차,정면충돌,17,0,34,11,23,0
부산,동래구,차대차,측면충돌,375,0,578,114,417,47
부산,동래구,차대차,후진중충돌,11,0,15,2,13,0
부산,동래구,차대차,추돌,143,0,217,53,154,10
부산,동래구,차대차,기타,99,2,127,25,96,6
부산,동래구,차량단독,전도,3,0,3,0,0,3
부산,동래구,차량단독,공작물충돌,2,0,2,0,1,1
부산,동래구,차량단독,기타,22,0,23,9,13,1
부산,남구,차대사람,횡단중,94,3,94,58,33,3
부산,남구,차대사람,차도통행중,18,0,18,5,10,3
부산,남구,차대사람,길가장자리구역통행중,32,0,34,8,21,5
부산,남구,차대사람,보도통행중,5,0,5,4,0,1
부산,남구,차대사람,기타,103,0,104,49,49,6
부산,남구,차대차,정면충돌,14,2,20,8,12,0
부산,남구,차대차,측면충돌,228,2,325,80,203,42
부산,남구,차대차,후진중충돌,4,0,5,0,5,0
부산,남구,차대차,추돌,108,2,183,28,135,20
부산,남구,차대차,기타,165,0,222,49,154,19
부산,남구,차량단독,공작물충돌,9,0,11,4,7,0
부산,남구,차량단독,기타,17,0,17,8,6,3
부산,북구,차대사람,횡단중,68,3,68,42,24,2
부산,북구,차대사람,차도통행중,7,0,8,5,3,0
부산,북구,차대사람,길가장자리구역통행중,8,0,8,4,4,0
부산,북구,차대사람,보도통행중,5,0,6,3,2,1
부산,북구,차대사람,기타,93,1,102,44,54,4
부산,북구,차대차,정면충돌,17,0,27,10,16,1
부산,북구,차대차,측면충돌,164,0,238,63,164,11
부산,북구,차대차,후진중충돌,8,0,16,2,14,0
부산,북구,차대차,추돌,63,0,113,13,91,9
부산,북구,차대차,기타,226,1,314,69,220,25
부산,북구,차량단독,전도,1,0,1,0,1,0
부산,북구,차량단독,전복,1,0,1,1,0,0
부산,북구,차량단독,공작물충돌,4,0,6,1,4,1
부산,북구,차량단독,기타,23,1,26,6,17,3
부산,해운대구,차대사람,횡단중,135,4,139,78,57,4
부산,해운대구,차대사람,차도통행중,23,2,25,12,9,4
부산,해운대구,차대사람,길가장자리구역통행중,17,0,18,7,10,1
부산,해운대구,차대사람,보도통행중,18,0,21,9,10,2
부산,해운대구,차대사람,기타,81,1,83,34,44,5
부산,해운대구,차대차,정면충돌,25,1,40,17,21,2
부산,해운대구,차대차,측면충돌,303,1,471,107,307,57
부산,해운대구,차대차,후진중충돌,5,0,6,0,6,0
부산,해운대구,차대차,추돌,157,0,261,28,212,21
부산,해운대구,차대차,기타,227,0,357,64,264,29
부산,해운대구,차량단독,공작물충돌,10,2,11,6,2,3
부산,해운대구,차량단독,도로이탈,1,0,1,1,0,0
부산,해운대구,차량단독,도로이탈,2,1,4,3,1,0
부산,해운대구,차량단독,기타,14,0,15,5,8,2
부산,사하구,차대사람,횡단중,118,2,128,72,52,4
부산,사하구,차대사람,차도통행중,31,0,32,10,21,1
부산,사하구,차대사람,길가장자리구역통행중,19,0,23,4,19,0
부산,사하구,차대사람,보도통행중,10,0,10,4,5,1
부산,사하구,차대사람,기타,97,0,100,45,49,6
부산,사하구,차대차,정면충돌,24,0,45,17,22,6
부산,사하구,차대차,측면충돌,258,1,367,87,239,41
부산,사하구,차대차,후진중충돌,3,0,3,0,3,0
부산,사하구,차대차,추돌,119,0,186,44,129,13
부산,사하구,차대차,기타,287,0,442,91,314,37
부산,사하구,차량단독,전도,4,0,5,1,1,3
부산,사하구,차량단독,전복,1,0,1,0,1,0
부산,사하구,차량단독,공작물충돌,10,0,13,8,2,3
부산,사하구,차량단독,기타,22,0,23,7,14,2
부산,금정구,차대사람,횡단중,129,2,136,75,52,9
부산,금정구,차대사람,차도통행중,27,0,28,9,17,2
부산,금정구,차대사람,길가장자리구역통행중,33,0,33,9,18,6
